district_number,electoral_district,electoral_district_fre,party,party_fre,family_name,first_name,camp_phone,climate_change,affordability,education,housing,,,,,,
11001,Cardigan,Cardigan,Green Party of Canada,Le Parti Vert du Canada,Beaton,Glen,,"<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>"
11001,Cardigan,Cardigan,Liberal Party of Canada,Parti libÈral du Canada,MacAulay,Lawrence,(902) 620-7294,"<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>"
11001,Cardigan,Cardigan,Conservative Party of Canada,Parti conservateur du Canada,Phelan,Wayne,(902) 361-2216,"<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>"
11001,Cardigan,Cardigan,Christian Heritage Party of Canada,Parti de l'HÈritage ChrÈtien du Canada,Squires,Christene,,"<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>"
11001,Cardigan,Cardigan,New Democratic Party,Nouveau Parti dÈmocratique,Thiele,Lynne,(902) 651-2180,"<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>"
11002,Charlottetown,Charlottetown,New Democratic Party,Nouveau Parti dÈmocratique,Byrne,Joe,(902) 330-7937,"<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>"
11002,Charlottetown,Charlottetown,Conservative Party of Canada,Parti conservateur du Canada,Campbell,Robert A.,,"<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>"
11002,Charlottetown,Charlottetown,Liberal Party of Canada,Parti libÈral du Canada,Casey,Sean,(902) 368-2101,"<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>"
11002,Charlottetown,Charlottetown,Green Party of Canada,Le Parti Vert du Canada,Lanthier,Darcie,,"<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>"
11002,Charlottetown,Charlottetown,Christian Heritage Party of Canada,Parti de l'HÈritage ChrÈtien du Canada,MacLeod,Fred,(902) 969-9206,"<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>"
11003,Egmont,Egmont,Green Party of Canada,Le Parti Vert du Canada,Clark,Alex,,"<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>"
11003,Egmont,Egmont,New Democratic Party,Nouveau Parti dÈmocratique,Dunn,Sharon,,"<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>"
11003,Egmont,Egmont,Conservative Party of Canada,Parti conservateur du Canada,McLellan,Logan,,"<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>"
11003,Egmont,Egmont,Liberal Party of Canada,Parti libÈral du Canada,Morrissey,Bobby,(902) 888-5966,"<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>"
11004,Malpeque,Malpeque,Liberal Party of Canada,Parti libÈral du Canada,Easter,Wayne,(902) 367-5409,"<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>"
11004,Malpeque,Malpeque,Green Party of Canada,Le Parti Vert du Canada,Keenan,Anna,(902) 569-3533,"<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>"
11004,Malpeque,Malpeque,New Democratic Party,Nouveau Parti dÈmocratique,Nash,Craig,(902) 368-3510,"<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>"
11004,Malpeque,Malpeque,Conservative Party of Canada,Parti conservateur du Canada,Stewart,Stephen,(902) 566-2209,"<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>"
12001,Cape Breton--Canso,Cape Breton--Canso,Independent,IndÈpendant(e),Dockrill,Michelle,(902) 537-0027,"<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>"
